直す,to cure; to heal​,なおす,,,,,,,
苦手（な）,poor (at); weak (in); not very good (at)​,にがて（な）,,,,,,,
助かる/助ける,to be saved; to be rescued; to survive​,たすかる/たすける,,,,,,,
発表スル,announcement; publication; presenting; statement;,はっぴょうスル,,,,,,,
この間,the other day; lately; recently,このあいだ,,,,,,,
呼ぶ,to call out (to); to call; to invoke​,よぶ,,,,,,,
記事,article; news story; report; account​,きじ,,,,,,,
手伝う,to help; to assist; to aid​,てつだう,,,,,,,
単語,word; vocabulary; (usually) single-character word​,たんご,,,,,,,
技術,technology; engineering​,ぎじゅつ,,,,,,,
会場,assembly hall; meeting place;,かいじょう,,,,,,,
手術,surgery; operation; procedure​,しゅじゅつ,,,,,,,
実際（に）,virtually; practically; in practice; actually​,じっさい（に）,,,,,,,
一緒に,together (with); at the same time; in a lump​,いっしょうに,,,,,,,
面白い,interesting; fascinating; intriguing; enthralling​,おもしろい,,,,,,,
ー型,model; type,ーがた,,,,,,,
毛,hair​,け,,,,,,,
周り,surroundings; neighbourhood; neighborhood；circumference girth,まわり,,,,,,,
欲しい/欲しがる,wanted; wished for; in need of; desired,ほしい/ほしがる,,,,,,,
合格スル,success; passing (e.g. exam); eligibility​,ごうかくスル,,,,,,,
遊ぶ,to play; to enjoy oneself; to have a good time​,あそぶ,,,,,,,
寝る,to go to bed; to lie in bed​,ねる,,,,,,,
将来,future (usually near); prospects​,しょうらい,,,,,,,
案内スル,guidance; leading (the way); showing around​,あんないスル,,,,,,,
頼む,to request; to beg; to ask​,たのむ,,,,,,,
ー君,Mr (junior); master; boy​,ーくん,,,,,,,
発音スル,pronunciation​,はつおんスル,,,,,,,
全然,not at all (with neg. verb)​,ぜんぜん,,,,,,,
辞書,dictionary; lexicon​,じしょ,,,,,,,
,,,,,,,,,
学ぶ,to study (in depth); to learn; to take lessons in​,まなぶ,,,,,,,
現代,nowadays; modern era; modern times; present-day​,げんだい,,,,,,,
番組,program (e.g. TV); programme​,ばんぐみ,,,,,,,
代表的（な）,representative; exemplary; model​,だいひょうてき（な）,,,,,,,
国内,internal; domestic​,こくない,,,,,,,
試合,match; game; bout; contest​,しあい,,,,,,,
選手,player (sports); athlete; team member; representative,せんしゅ,,,,,,,
勝つ,to win; to gain victory​,かつ,,,,,,,
成長,growth; grow to adulthood​,せいちょう,,,,,,,
例えば,for example; for instance; e.g.​,たとえば,,,,,,,
笑顔,smiling face; smile​,えがお,,,,,,,
大声,loud voice​,おおごえ,,,,,,,
負ける,to lose; to be defeated​,まける,,,,,,,
表現,expression; presentation​,ひょうげん,,,,,,,
絶対,absolutely; unconditionally,ぜったい,,,,,,,
例,instance; example; case; illustration; usage​,れい,,,,,,,
～に向かって,to go towards; to head towards​,～にむかって,,,,,,,
Verb会う,to meet; to encounter; to see​？？？？？？？？？？？？？,～あう,,,,,,,
表す,to reveal; to show; to display,あらわす,,,,,,,
正しい,right; correct​,ただしい,,,,,,,
育つ/育てる,to be raised (e.g. child); to be brought up; to grow (up),そだつ/そだてる,,,,,,,
通う,to go to and from (a place); to go back and forth between,かよう,,,,,,,
能力,ability; faculty​,のうりょく,,,,,,,
彼,he; him​,かれ,,,,,,,
後ろ,back; behind; rear​,うしろ,,,,,,,
与える,to give (esp. to someone of lower status); to bestow; to grant;,あたえる,,,,,,,
～部,"section, bureau, dept, class,",～ぶ,,,,,,,
関係,relation; relationship; connection​,かんけい,,,,,,,
部員,staff; member,ぶいん,,,,,,,
半年,half year​,はんとし,,,,,,,
速い,fast; quick; hasty; brisk​,はやい,,,,,,,
お年寄り,old person; elderly person; senior citizen​,おとしより,,,,,,,
種類,variety; kind; type; category​,しゅるい,,,,,,,
健康,health​,けんこう,,,,,,,
お互いに,mutually; with each other; reciprocally; together; both​,おたがいに,,,,,,,
尊敬,respect; esteem; reverence; honour; honor​,そんけい,,,,,,,
含む,to contain; to comprise; to have; to hold; to include; to embrace​,ふくむ,,,,,,,
精神,mind; soul; heart; spirit; intention​,せいしん,,,,,,,
折る,to break; to fracture; to break off; to snap off; to pick,おる,,,,,,,
打つ,to hit; to strike; to knock; to beat; to punch,うつ,,,,,,,
投げる,to throw; to cast away​,なげる,,,,,,,
驚く,to be surprised; to be astonished​,おどろく,,,,,,,
席,seat​,せき,,,,,,,
迷う,to lose one's way​,まよう,,,,,,,
一般的（な）,general; popular; common; typical​,いっぱんてき（な）,,,,,,,
相談,consultation; discussion; discussing,そうだん,,,,,,,
先輩,senior (at work or school); superior; elder; older graduate,せんぱい,,,,,,,
後輩,"junior (at work, school, etc.); younger people; younger student​",こうはい,,,,,,,
道具,tool; implement; instrument; utensil; apparatus; device​,どうぐ,,,,,,,
,,,,,,,,,
発明スル,invention​,はつめいスル,スル,,,,,,
物語,tale; story; legend​,ものがたり,,,,,,,
全ー,pan-; omni-; toti-​,ぜん,,,,,,,
億,"10^8; 100,000,000; hundred million​",おく,,,,,,,
続く,to continue; to last; to go on​,つづく,,,,,,,
ー当たり,"hit, success, guess;prediction",ーあたり,,,,,,,
約ー,approximately; about​; promise; shorten,やく,,,,,,,
若者,young man; young woman; young people; youth; youngsters​,わかもの,,,,,,,
現在,now; current; present; present time; as of​,げんざい,,,,,,,
東南アジア,Southeast Asia​,とうなんあじあ,,,,,,,
南米,South America​,なんべい,,,,,,,
ーか国,Counter for countries?,ーかこく,,,,,,,
以上/以下,not less than/not more than,いじょう/いか,,,,,,,
時代,period; epoch; era; age​,じだい,,,,,,,
失敗スル,failure; mistake; blunder​,しっぱいスル,,,,,,,
くり返す,to repeat; to do something over again​,くりかえす,,,,,,,
～化スル,action of making something; -ification​,～かスル,,,,,,,
成功スル,success; hit​,せいこうスル,,,,,,,
数,quantity; amount​,かず,,,,,,,
増える,to increase; to multiply​,ふえる,,,,,,,
向ける,to turn towards; to point​,むける,,,,,,,
信じる,to believe; to believe in; to place trust in; to confide in; to have faith in​,しんじる,,,,,,,
～に違いない,sure; no mistaking it; for certain​,～にちがいない,,,,,,,
広げる,to spread; to extend; to expand; to enlarge; to widen; to broaden,ひろげる,,,,,,,
見つける,to discover; to find (e.g. an error in a book); to come across; to detect; to spot​,みつける,,,,,,,
得る,to get; to earn; to acquire; to procure; to gain; to secure; to attain; to obtain; to win​,える,,,,,,,
ー後,"behind, back, later",－ご,,,,,,,
友人,friend​,ゆうじん,,,,,,,
全国,countrywide; nationwide; whole country; national​,ぜんこく,,,,,,,
ー的,"bull's eye, mark, target, object, adjective ending",ーてき,,,,,,,
（お）客,"guest, visitor, customer, client",（お）きゃく,,,,,,,
～気がする,to have a certain mood or feeling; to have a hunch​,～きがする,,,,,,,
流れる,"to stream; to flow (liquid, time, etc.); to run (ink)​;to be washed away; to be carried​",ながれる,,,,,,,
回転スル,rotation (usu. around something); revolution; turning​,かいてんスル,,,,,,,
回る,to turn; to revolve​,まわる,,,,,,,
消費,consumption; expenditure​,しょうひ,,,,,,,
量,quantity; amount; volume; portion (of food)​,りょう,,,,,,,
袋,bag; sack; pouch​,ふくろ,,,,,,,
（お）湯,hot water​,（お）ゆ,,,,,,,
値段,price; cost​,ねだん,,,,,,,
一人暮らし/暮らし,a single life; a solitary life; living alone​,ひとりぐらし/くらし,,,,,,,
戦後,postwar period; period after Second World War​,せんご,,,,,,,
列,row; line; file; column; queue; rank; procession​,れつ,,,,,,,
ー歳,-years-old​,ーさい,,,,,,,
商品スル,commodity; article of commerce; goods; stock; merchandise​,しょうひんスル,,,,,,,
競争スル,competition; contest; rivalry; race​,きょうそうスル,,,,,,,
国境,national border; provincial border​,こっきょう,,,,,,,
国際的な,international​,こくさいてきな,,,,,,,
習慣,habit​;custom;cultural practice,しゅうかん,,,,,,,
伝統,tradition; convention​,でんとう,,,,,,,
牛肉,beef​,ぎゅうにく,,,,,,,
混む,to be crowded; to be packed​,こむ,,,,,,,
座る,to sit; to squat​,すわる,,,,,,,
皿,plate; dish; platter; disc​,さら,,,,,,,
紹介スル,introduction; presentation; referral; listing​,しょうかいスル,,,,,,,
,,,,,,,,,
苦しい,painful; difficult; tough; hard​,くるしい,,,,,,,
置く,to put; to place​,おく,,,,,,,
両方,both; both sides; both parties,りょうほう,,,,,,,
気が付く,to notice; to become aware; to perceive; to realize; to realise,きがつく,,,,,,,
神社,Shinto shrine​,じんじゃ,,,,,,,
信者,believer; adherent; devotee​,しんじゃ,,,,,,,
式/－式,equation; formula; expression​; ceremony,しき/－しき,,,,,,,
教会,church​,きょうかい,,,,,,,
石,stone​,いし,,,,,,,
神話,myth; legend​,しんわ,,,,,,,
建てる,to build; to construct​,たてる,,,,,,,
土地,plot of land; lot; soil​;locality; region; place​,とち,,,,,,,
受験スル,taking an examination (esp. school and university entrance)​,じゅけんスル,,,,,,,
現れる,to appear; to come in sight; to become visible; to come out; to embody; to materialize; to materialise​,あらわれる,,,,,,,
受け入れる,to accept; to receive; to agree​,うけいれる,,,,,,,
生きる,to live; to exist​,いきる,,,,,,,
一部,one part; one portion; one section; some​,いちぶ,,,,,,,
調査スル,investigation; examination; inquiry; enquiry; survey​,ちょうさスル,,,,,,,
熱心,zeal; enthusiasm​,ねっしん,,,,,,,
国民,people (of a country); nation; citizen; national​,こくみん,,,,,,,
急（な）,sudden; abrupt; unexpected​,きょう（な）,,,,,,,
彼女,she; her​,かのじょ,,,,,,,
世紀,century; era​,せいき,,,,,,,
意見,opinion; view; comment​,いけん,,,,,,,
人口,population​,じんこう,,,,,,,
ー倍,times; -fold​,ーばい,,,,,,,
参加スル,participation​,さんかスル,,,,,,,
個人,individual; private person; personal; private​,こじん,,,,,,,
反対スル,opposition; resistance; antagonism; hostility; objection; dissension​,はんたいスル,,,,,,,
賛成スル,approval; agreement; support; favour; favor​,さんせいスル,,,,,,,
図,drawing; picture; diagram; figure; illustration; chart; graph​,ず,,,,,,,
結果,result; consequence; outcome; effect​,けっか,,,,,,,
表れる,express oneself,あらわれる,,,,,,,
宗教,religion; religious affiliation; belief; faith; creed​,しゅうきょう,,,,,,,
仏,Buddha; merciful person; Buddhist image​,ほとけ,,,,,,,
祈る/お祈り,to pray; to wish​,いのる/おいのり,,,,,,,
神道,Shinto; Shintoism​,しんとう,,,,,,,
仏教,Buddhism​,ぶっきょう,,,,,,,
不思議（な）,wonder; miracle; strange; mystery; marvel; curiosity​,ふしぎ（な）,,,,,,,
お参りスル,"visit (to a shrine, grave, etc.); worship​",おまいりスル,,,,,,,
不幸,unhappiness; sorrow; misfortune; disaster; accident​,ふこう,,,,,,,
幸福,happiness; well-being; joy; welfare; blessedness​,こうふき,,,,,,,
願う,to desire; to wish; to hope​,ねがう,,,,,,,
交換スル,exchange; interchange; switching; reciprocity; barter;,こうかんスル,,,,,,,
祝う,to congratulate; to celebrate; to observe (a festival)​,いわう,,,,,,,
存在スル,existence; being​,そんざいスル,,,,,,,
歴史,history​,れきし,,,,,,,
怒る,to get angry; to get mad​,おこる,,,,,,,
恋人,lover; sweetheart​,こいびと,,,,,,,
意識,consciousness​,いしき,,,,,,,
殺す,to kill​,ころす,,,,,,,
岩,rock; boulder​,いわ,,,,,,,
真（っ）ー,pure; genuine; true​,ま（っ）ー,,,,,,,
戻る,to return; to go back​,もどる,,,,,,,
結構,splendid; nice; wonderful; delicious; sweet​; sufficent; fine,けっこう,,,,,,,
許す,to permit; to allow; to approve; to tolerate​,ゆるす,,,,,,,
割合,rate; ratio; percentage; proportion​,わりあい,,,,,,,
